experiment_id,config,fusion_mode,text_weight,omics_weight,AUROC_mean,AUROC_sd,AUPRC_mean,AUPRC_sd,top10_precision_mean,top10_lift_mean,OOF_AUROC,OOF_AUPRC,risk_level,safe_wording
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l1_C0.1_rank_average_textw0.95,text_l2_C0.1__omics_l1_C0.1,rank_average,0.95,0.050000000000000044,0.8761445548412233,0.047599228623241674,0.6304650899982418,0.1462709927467884,0.48571428571428565,5.72952380952381,0.8795980280621919,0.657969458514896,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l2_C0.1_rank_average_textw0.9,text_l2_C0.03__omics_l2_C0.1,rank_average,0.9,0.09999999999999998,0.8758347944671732,0.05752894047276047,0.6106818983478939,0.0946376403790832,0.48571428571428565,5.72952380952381,0.8777651371508026,0.5848240776942774,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l1_C0.1_rank_average_textw0.9,text_l2_C0.1__omics_l1_C0.1,rank_average,0.9,0.09999999999999998,0.8662107929086303,0.05721331725636943,0.5898927513589168,0.20694074666034,0.5142857142857142,6.034285714285716,0.8686006825938567,0.5983271426297783,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l2_C0.1_prob_average_textw0.5,text_l2_C0.1__omics_l2_C0.1,prob_average,0.5,0.5,0.8355717903759985,0.0746929085893505,0.5804116827209845,0.09963270701216029,0.42857142857142855,5.12,0.8244216913158892,0.546027109933643,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l1_C0.1_rank_average_textw0.9,text_l2_C0.03__omics_l1_C0.1,rank_average,0.9,0.09999999999999998,0.8637054354178844,0.06125168336764358,0.5638649985132594,0.19181160964556432,0.45714285714285713,5.3638095238095245,0.869295917077487,0.5855228257877739,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l2_C0.1_prob_average_textw0.5,text_l2_C0.03__omics_l2_C0.1,prob_average,0.5,0.5,0.8219988310929282,0.06716041067044172,0.5378974474842212,0.1115275082548908,0.4,4.7542857142857144,0.8159524712425736,0.5082825043691653,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l1_C0.1_rank_average_textw0.8,text_l2_C0.1__omics_l1_C0.1,rank_average,0.8,0.19999999999999996,0.8368088836937464,0.0806547298383458,0.5109075818016455,0.2424626588311798,0.4,4.632380952380953,0.8442674756667929,0.5324697196255269,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l1_C0.1_rank_average_textw0.8,text_l2_C0.03__omics_l1_C0.1,rank_average,0.8,0.19999999999999996,0.8357695304889928,0.08900003343490272,0.5089564002040445,0.24534089069163056,0.4,4.632380952380953,0.8443306788016686,0.5258744425886565,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l2_C0.1_rank_average_textw0.8,text_l2_C0.03__omics_l2_C0.1,rank_average,0.8,0.19999999999999996,0.8530868887590103,0.05993014861567084,0.5051482918156284,0.14020476415899907,0.4,4.693333333333333,0.8545063835166224,0.4760570528733457,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l2_C0.1_rank_average_textw0.8,text_l2_C0.1__omics_l2_C0.1,rank_average,0.8,0.19999999999999996,0.847081628677187,0.054040068197473014,0.49231121197642935,0.15270630836860868,0.3142857142857142,3.5961904761904764,0.8517886487169763,0.4753137031398041,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l1_C0.1_rank_average_textw0.7,text_l2_C0.03__omics_l1_C0.1,rank_average,0.7,0.30000000000000004,0.7916072472238457,0.13241112035753264,0.46016040162828864,0.27117353248543774,0.3142857142857142,3.5961904761904764,0.8044495006952344,0.47997030210567926,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l1_C0.1_rank_average_textw0.7,text_l2_C0.1__omics_l1_C0.1,rank_average,0.7,0.30000000000000004,0.7892859925969218,0.13058898879084674,0.4589106735497107,0.2717413523257066,0.3142857142857142,3.5961904761904764,0.8036910630767286,0.4806042096980917,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l2_C0.1_rank_average_textw0.7,text_l2_C0.03__omics_l2_C0.1,rank_average,0.7,0.30000000000000004,0.8166043249561661,0.06180372443458006,0.4353415475122149,0.12440925834585173,0.2571428571428571,3.0476190476190474,0.8198078624699785,0.41849973089878395,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l2_C0.1_rank_average_textw0.7,text_l2_C0.1__omics_l2_C0.1,rank_average,0.7,0.30000000000000004,0.8179310344827586,0.0531634530489021,0.43434621828529385,0.12277334519084024,0.22857142857142856,2.681904761904762,0.8203766906838579,0.4126003731144355,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l1_C0.1_rank_average_textw0.5,text_l2_C0.03__omics_l1_C0.1,rank_average,0.5,0.5,0.6893122930060394,0.23116532651367705,0.4280370721564285,0.29877977080531826,0.3142857142857142,3.5961904761904764,0.6974465933510301,0.43467487082791423,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l1_C0.1_rank_average_textw0.5,text_l2_C0.1__omics_l1_C0.1,rank_average,0.5,0.5,0.6884210013637249,0.22291882307641003,0.42623501316062284,0.29801071326023776,0.3142857142857142,3.5961904761904764,0.6963089369232713,0.4355360531693546,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.03__omics_l2_C0.1_rank_average_textw0.5,text_l2_C0.03__omics_l2_C0.1,rank_average,0.5,0.5,0.7051948178453147,0.06903793137508664,0.34622329843905103,0.12517428523819926,0.22857142857142856,2.681904761904762,0.7004803438250536,0.3368752682859883,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
MAXKNOWN_MULTIMODAL_text_l2_C0.1__omics_l2_C0.1_rank_average_textw0.5,text_l2_C0.1__omics_l2_C0.1,rank_average,0.5,0.5,0.7040385739333722,0.06139436950113674,0.34068282036658865,0.1266857172291117,0.22857142857142856,2.681904761904762,0.702060422196941,0.33287163398175124,sensitivity_multimodal_late_fusion,Multimodal late-fusion TADE variant; text and omics models are trained within each fold and fused with pre-specified weights.
